Department,Object Name,Title,Culture,Period,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date
European Paintings,Painting,"Skating at Sloten, near Amsterdam",,,,Johannes Abrahamsz Beerstraten,"Dutch, Amsterdam 1622–1666 Amsterdam",,"Beerstraten, Johannes Abrahamsz",Dutch,1622      ,1666      ,,1642
European Paintings,Painting,The Rest on the Flight into Egypt,,,,Pier Francesco Mola,"Italian, Coldrerio 1612–1666 Rome",,"Mola, Pier Francesco",Italian,1612      ,1666      ,,1632
European Paintings,Painting,Clothing the Naked,,,,Michiel Sweerts,"Flemish, Brussels 1618–1664 Goa",,"Sweerts, Michiel",Flemish,1618      ,1664      ,ca. 1661,1656
European Paintings,Painting,A State Yacht and Other Craft in Calm Water,,,,Jan van de Cappelle,"Dutch, Amsterdam 1626–1679 Amsterdam",,"Cappelle, Jan van de",Dutch,1626      ,1679      ,ca. 1660,1655
European Paintings,Painting,Interior with a Young Couple,,,,Pieter de Hooch,"Dutch, Rotterdam 1629–1684 Amsterdam",,"Hooch, Pieter de",Dutch,1629      ,1684      ,probably ca. 1662–65,1662
European Paintings,Painting,Interior of a Gothic Church at Night,,,and,Pieter Neeffs the Younger|Frans Francken III,"Flemish, 1620–after 1675|Flemish, 1607–1667",,"Neeffs, Pieter, the Younger|Francken, Frans, III",Flemish|Flemish,1620      |1607      ,1675      |1667      ,ca. 1660,1655
European Paintings,Painting,Sports on a Frozen River,,,,Aert van der Neer,"Dutch, Gorinchem 1603/4–1677 Amsterdam",,"Neer, Aert van der",Dutch,1603      ,1677      ,probably ca. 1660,1655
European Paintings,Painting,The Dream of Aeneas,,,,Salvator Rosa,"Italian, Arenella (Naples) 1615–1673 Rome",,"Rosa, Salvator",Italian,1615      ,1673      ,1660–65,1660
European Paintings,Painting,The Forest Stream,,,,Jacob van Ruisdael,"Dutch, Haarlem 1628/29–1682 Amsterdam",,"Ruisdael, Jacob van",Dutch,1628      ,1682      ,ca. 1660,1655
European Paintings,Painting,The Lovesick Maiden,,,,Jan Steen,"Dutch, Leiden 1626–1679 Leiden",,"Steen, Jan",Dutch,1626      ,1679      ,ca. 1660,1655
European Paintings,Painting,Peasants Dancing and Feasting,,,,David Teniers the Younger,"Flemish, Antwerp 1610–1690 Brussels",,"Teniers, David, the Younger",Flemish,1610      ,1690      ,ca. 1660,1655
European Paintings,Painting,Abraham's Parting from the Family of Lot,,,,Jan Victors,"Dutch, Amsterdam 1619–1676/77 East Indies",,"Victors, Jan",Dutch,1619      ,1677      ,ca. 1655–65,1655
European Paintings,Painting,Man Holding a Jug,,,,Michiel Sweerts,"Flemish, Brussels 1618–1664 Goa",,"Sweerts, Michiel",Flemish,1618      ,1664      ,ca. 1660,1655
European Paintings,Painting,Everhard Jabach (1618–1695) and His Family,,,,Charles Le Brun,"French, Paris 1619–1690 Paris",,"Le Brun, Charles",French,1619      ,1690      ,ca. 1660,1655
European Paintings,Painting,Sir Henry Capel (1638–1696),,,,Sir Peter Lely (Pieter van der Faes),"British, Soest 1618–1680 London",,"Lely, Peter, Sir (Pieter van der Faes)","Dutch, British",1618      ,1680      ,,1654
European Paintings,Painting,The Dissolute Household,,,,Jan Steen,"Dutch, Leiden 1626–1679 Leiden",,"Steen, Jan",Dutch,1626      ,1679      ,ca. 1663–64,1663
European Paintings,Painting,The Crucifixion,,,Workshop of,Francisco de Zurbarán,"Spanish, Fuente de Cantos 1598–1664 Madrid",,"Zurbarán, Francisco de",Spanish,1598      ,1664      ,,1618
European Paintings,Painting,A Young Woman and a Cavalier,,,,Cornelis Bisschop,"Dutch, Dordrecht 1630–1674 Dordrecht",,"Bisschop, Cornelis",Dutch,1630      ,1674      ,early 1660s,1660
European Paintings,Painting,Portrait of a Seated Man,,,,Gerard ter Borch the Younger,"Dutch, Zwolle 1617–1681 Deventer",,"Borch, Gerard ter, the Younger",Dutch,1617      ,1681      ,late 1650s or early 1660s,1657
European Paintings,Painting,A Woman Playing the Theorbo-Lute and a Cavalier,,,,Gerard ter Borch the Younger,"Dutch, Zwolle 1617–1681 Deventer",,"Borch, Gerard ter, the Younger",Dutch,1617      ,1681      ,ca. 1658,1653
European Paintings,Painting,Sentimental Conversation,,,,Quirijn van Brekelenkam,"Dutch, Zwammerdam (?), after 1622–ca. 1669 Leiden",,"Brekelenkam, Quirijn van",Dutch,1622      ,1669      ,early 1660s,1660
European Paintings,Painting,Scene in a Courtyard,,,,Ludolf de Jongh,"Dutch, Overschie 1616–1679 Hillegersberg",,"Jongh, Ludolf de",Dutch,1616      ,1679      ,early 1660s,1660
European Paintings,Painting,A Woman Seated at a Window,,,,Gabriël Metsu,"Dutch, Leiden 1629–1667 Amsterdam",,"Metsu, Gabriël",Dutch,1629      ,1667      ,early 1660s,1660
European Paintings,Painting,Pilate Washing His Hands,,,,Mattia Preti (Il Cavalier Calabrese),"Italian, Taverna 1613–1699 Valletta",,"Preti, Mattia (Il Cavalier Calabrese)",Italian,1613      ,1699      ,1663,1663
European Paintings,Painting,Man with a Magnifying Glass,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,early 1660s,1660
European Paintings,Painting,Woman with a Pink,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,early 1660s,1660
European Paintings,Painting,Young Woman with a Lute,,,,Johannes Vermeer,"Dutch, Delft 1632–1675 Delft",,"Vermeer, Johannes",Dutch,1632      ,1675      ,ca. 1662–63,1662
European Paintings,Painting,Fishing Boats on a River,,,,Salomon van Ruysdael,"Dutch, Naarden, born ca. 1600–1603, died 1670 Haarlem",,"Ruysdael, Salomon van",Dutch,1600      ,1670      ,early 1660s,1660
European Paintings,Painting,Curiosity,,,,Gerard ter Borch the Younger,"Dutch, Zwolle 1617–1681 Deventer",,"Borch, Gerard ter, the Younger",Dutch,1617      ,1681      ,ca. 1660–62,1660
European Paintings,Painting,Vanitas Still Life,,,,Edwaert Collier,"Dutch, Breda ca. 1640?–after 1707 London or Leiden",,"Collier, Edwaert",Dutch,1640      ,1707      ,1662,1662
European Paintings,Painting,The Musician,,,,Bartholomeus van der Helst,"Dutch, Haarlem, born ca. 1612–15, died 1670 Amsterdam",,"Helst, Bartholomeus van der",Dutch,1612      ,1670      ,1662,1662
European Paintings,Painting,The Visit,,,,Pieter de Hooch,"Dutch, Rotterdam 1629–1684 Amsterdam",,"Hooch, Pieter de",Dutch,1629      ,1684      ,ca. 1657,1652
European Paintings,Painting,"Mary Capel (1630–1715), Later Duchess of Beaufort, and Her Sister Elizabeth (1633–1678), Countess of Carnarvon",,,,Sir Peter Lely (Pieter van der Faes),"British, Soest 1618–1680 London",,"Lely, Peter, Sir (Pieter van der Faes)","Dutch, British",1618      ,1680      ,,1652
European Paintings,Painting,"Portrait of a Man (""The Auctioneer"")",,,Follower of,Rembrandt,"Dutch, third quarter 17th century",,Rembrandt,Dutch,1606      ,1669      ,probably ca. 1658–62,1658
European Paintings,Painting,The Sacrifice of Polyxena,,,,Giovanni Francesco Romanelli,"Italian, Viterbo ca. 1610–1662 Viterbo",,"Romanelli, Giovanni Francesco",Italian,1610      ,1662      ,,1630
European Paintings,Painting,A Bouquet of Flowers in a Crystal Vase,,,,Nicolaes van Veerendael,"Flemish, 1640–1691",,"Veerendael, Nicolaes van",Flemish,1640      ,1691      ,1662,1662
European Paintings,Painting,Hagar and the Angel,,,,Francesco Maffei,"Italian, Vicenza 1605–1660 Padua",,"Maffei, Francesco",Italian,1605      ,1660      ,ca. 1657,1652
European Paintings,Painting,"A Hare, Partridges, and Fruit",,,,Jan Fyt,"Flemish, 1611–1661",,"Fyt, Jan",Flemish,1611      ,1661      ,,1611
European Paintings,Painting,The Lacemaker,,,,Nicolaes Maes,"Dutch, Dordrecht 1634–1693 Amsterdam",,"Maes, Nicolaes",Dutch,1634      ,1693      ,ca. 1656,1651
European Paintings,Painting,The Visit to the Nursery,,,,Gabriël Metsu,"Dutch, Leiden 1629–1667 Amsterdam",,"Metsu, Gabriël",Dutch,1629      ,1667      ,1661,1661
European Paintings,Painting,Rustic Interior,,,,David Ryckaert III,"Flemish, 1612–1661",,"Ryckaert, David, III",Flemish,1612      ,1661      ,,1632
European Paintings,Painting,The Yard of the Inn at Emmaus,,,,David Ryckaert III,"Flemish, 1612–1661",,"Ryckaert, David, III",Flemish,1612      ,1661      ,,1632
Asian Art,Painting,,India,,,,,,,,,,1650–60,1650
European Paintings,Painting,Young Herdsmen with Cows,,,,Aelbert Cuyp,"Dutch, Dordrecht 1620–1691 Dordrecht",,"Cuyp, Aelbert",Dutch,1620      ,1691      ,ca. 1655–60,1655
European Paintings,Painting,Young Woman Peeling Apples,,,,Nicolaes Maes,"Dutch, Dordrecht 1634–1693 Amsterdam",,"Maes, Nicolaes",Dutch,1634      ,1693      ,ca. 1655,1650
European Paintings,Painting,Beggars at a Doorway,,,,"Master of the Béguins, French or Flemish, active 1650–60 (possibly Abraham Willemsens, Flemish, active by 1627, died 1672)",,,"Master of the Béguins (possibly Abraham Willemsens, Flemish, act",French/Flemish,1627      ,1672      ,,1650
European Paintings,Painting,Self-Portrait,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,1660,1660
European Paintings,Painting,Portrait of a Man,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,ca. 1655–60,1655
European Paintings,Painting,Christ and the Woman of Samaria,,,Style of,Rembrandt,"Dutch, ca. 1655",,Rembrandt,Dutch,1606      ,1669      ,,1650
European Paintings,Painting,A Young Woman as a Shepherdess,,,,Govert Flinck,"Dutch, Cleve 1615–1660 Amsterdam",,"Flinck, Govert",Dutch,1615      ,1660      ,,1635
European Paintings,Painting,Old Woman Cutting Her Nails,,,Style of,Rembrandt,"Dutch, second or third quarter 17th century",,Rembrandt,Dutch,1606      ,1669      ,ca. 1655–60,1655
European Paintings,Painting,Bandits on a Rocky Coast,,,,Salvator Rosa,"Italian, Arenella (Naples) 1615–1673 Rome",,"Rosa, Salvator",Italian,1615      ,1673      ,1655–60,1655
European Paintings,Painting,Pietà,,,,Juan de Valdés Leal,"Spanish, Seville 1622–1690 Seville",,"Valdés Leal, Juan de",Spanish,1622      ,1690      ,ca. 1657–60,1657
European Paintings,Painting,"Don Gaspar de Guzmán (1587–1645), Count-Duke of Olivares",,,Attributed to|and/or,Velázquez (Diego Rodríguez de Silva y Velázquez)|Juan Bautista Martínez del Mazo,"Spanish, Seville 1599–1660 Madrid|Spanish, Cuenca ca. 1612–1667 Madrid",,"Velázquez (Diego Rodríguez de Silva y Velázquez)|Mazo, Juan Bautista Martínez del",Spanish|Spanish,1599      |1612      ,1660      |1667      ,ca. 1636 or later,1631
European Paintings,Painting,"Mariana of Austria (1634–1696), Queen of Spain",,,Workshop of,Velázquez,"Spanish, Seville 1599–1660 Madrid",,Velázquez,Spanish,1599      ,1660      ,,1619
European Paintings,Painting,"Interior of the Oude Kerk, Delft",,,,Hendrick van Vliet,"Dutch, Delft 1611/12–1675 Delft",,"Vliet, Hendrick van",Dutch,1611      ,1675      ,1660,1660
European Paintings,Painting,A Partridge and Small Game Birds,,,,Jan Fyt,"Flemish, 1611–1661",,"Fyt, Jan",Flemish,1611      ,1661      ,1650s,1650
European Paintings,Painting,Frans Hals (1582/83–1666),,,Copy after,Frans Hals,"Dutch, 17th century",,"Hals, Frans",Dutch,1582      ,1666      ,probably 1650s,1650
European Paintings,Painting,The Holy Family with Saint Anne and the Young Baptist and His Parents,,,,Jacob Jordaens,"Flemish, Antwerp 1593–1678 Antwerp",,"Jordaens, Jacob",Flemish,1593      ,1678      ,early 1620s and 1650s,1620
European Paintings,Painting,"Still Life with Fruit, Glassware, and a Wanli Bowl",,,,Willem Kalf,"Dutch, Rotterdam 1619–1693 Amsterdam",,"Kalf, Willem",Dutch,1619      ,1693      ,1659,1659
European Paintings,Painting,A Musical Party,,,,Gabriël Metsu,"Dutch, Leiden 1629–1667 Amsterdam",,"Metsu, Gabriël",Dutch,1629      ,1667      ,1659,1659
European Paintings,Painting,Landscape at Sunset,,,,Aert van der Neer,"Dutch, Gorinchem 1603/4–1677 Amsterdam",,"Neer, Aert van der",Dutch,1603      ,1677      ,1650s,1650
European Paintings,Painting,Flora,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,ca. 1654,1649
European Paintings,Painting,The Sibyl,,,,Willem Drost,"Dutch, Amsterdam 1633–1659 Venice",,"Drost, Willem",Dutch,1633      ,1659      ,ca. 1654,1649
European Paintings,Painting,Judith with the Head of Holofernes,,,,David Teniers the Younger,"Flemish, Antwerp 1610–1690 Brussels",,"Teniers, David, the Younger",Flemish,1610      ,1690      ,1650s,1650
Robert Lehman Collection,Painting,Old Age in Search of Youth,,,,David Teniers the Younger,"Flemish, Antwerp 1610–1690 Brussels",,"Teniers, David, the Younger",Flemish,1610      ,1690      ,1650s,1650
Robert Lehman Collection,Painting,Adam and Eve in Paradise,,,,David Teniers the Younger,"Flemish, Antwerp 1610–1690 Brussels",,"Teniers, David, the Younger",Flemish,1610      ,1690      ,1650s,1650
European Paintings,Painting,Abraham Dismissing Hagar and Ishmael,,,,Barent Fabritius,"Dutch, Middenbeemster 1624–1673 Amsterdam",,"Fabritius, Barent",Dutch,1624      ,1673      ,1658,1658
European Paintings,Painting,Portrait of a Woman,,,,Adriaen Hanneman,"Dutch, The Hague 1603/4–1671 The Hague",,"Hanneman, Adriaen",Dutch,1603      ,1671      ,ca. 1653,1648
European Paintings,Painting,A Woman and Two Men in an Arbor,,,,Pieter de Hooch,"Dutch, Rotterdam 1629–1684 Amsterdam",,"Hooch, Pieter de",Dutch,1629      ,1684      ,ca. 1657–58,1657
European Paintings,Painting,Blind Orion Searching for the Rising Sun,,,,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome",,"Poussin, Nicolas",French,1594      ,1665      ,1658,1658
European Paintings,Painting,Petronella Elias (1648–1667) with a Basket of Fruit,,,,Ferdinand Bol,"Dutch, Dordrecht 1616–1680 Amsterdam",,"Bol, Ferdinand",Dutch,1616      ,1680      ,1657,1657
European Paintings,Painting,An Evening School,,,,Gerrit Dou,"Dutch, Leiden 1613–1675 Leiden",,"Dou, Gerrit",Dutch,1613      ,1675      ,ca. 1655–57,1655
European Paintings,Painting,Portrait of a Man with a Watch,,,,Cornelis Jonson van Ceulen the Younger,"Dutch, London 1634–1715 Utrecht",,"Jonson van Ceulen, Cornelis, the Younger",Dutch,1634      ,1715      ,1657,1657
European Paintings,Painting,A Maid Asleep,,,,Johannes Vermeer,"Dutch, Delft 1632–1675 Delft",,"Vermeer, Johannes",Dutch,1632      ,1675      ,ca. 1656–57,1656
European Paintings,Painting,Charity,,,,Cesare Dandini,"Italian, Florence 1596–1657 Florence",,"Dandini, Cesare",Italian,1596      ,1657      ,,1616
European Paintings,Painting,The Baker's Cart,,,,Jean Michelin,"French, ca. 1616–1670",,"Michelin, Jean",French,1616      ,1670      ,1656,1656
European Paintings,Painting,The Farrier,,,,Aert van der Neer,"Dutch, Gorinchem 1603/4–1677 Amsterdam",,"Neer, Aert van der",Dutch,1603      ,1677      ,early or mid-1650s,1650
European Paintings,Painting,Hendrickje Stoffels (1626–1663),,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,mid-1650s,1654
European Paintings,Painting,Barnyard Scene,,,,Anthonie van Borssom,"Dutch, Amsterdam 1630/31–1677 Amsterdam",,"Borssom, Anthonie van",Dutch,1631      ,1677      ,ca. 1650–55,1650
European Paintings,Painting,The Baptism of Christ,,,,Sébastien Bourdon,"French, Montpellier 1616–1671 Paris",,"Bourdon, Sébastien",French,1616      ,1671      ,ca. 1650,1645
European Paintings,Painting,Jean-Baptiste Colbert (1619–1683),,,,Philippe de Champaigne,"French, Brussels 1602–1674 Paris",,"Champaigne, Philippe de",French,1602      ,1674      ,1655,1655
European Paintings,Painting,Landscape with the Flight into Egypt,,,,Aelbert Cuyp,"Dutch, Dordrecht 1620–1691 Dordrecht",,"Cuyp, Aelbert",Dutch,1620      ,1691      ,ca. 1650,1645
European Paintings,Painting,Portrait of a Man (Self-Portrait?),,,,Willem Drost,"Dutch, Amsterdam 1633–1659 Venice",,"Drost, Willem",Dutch,1633      ,1659      ,1653 or 1655,1653
European Paintings,Painting,The Vocation of Saint Aloysius (Luigi) Gonzaga,,,,Guercino (Giovanni Francesco Barbieri),"Italian, Cento 1591–1666 Bologna",,Guercino (Giovanni Francesco Barbieri),Italian,1591      ,1666      ,ca. 1650,1645
European Paintings,Painting,Portrait of a Woman,,,,Frans Hals,"Dutch, Antwerp 1582/83–1666 Haarlem",,"Hals, Frans",Dutch,1582      ,1666      ,"ca. 1650, reworked probably 18th century",1645
European Paintings,Painting,A Knight of Alcántara or Calatrava,,,,Bartolomé Estebán Murillo,"Spanish, Seville 1617–1682 Seville",,"Murillo, Bartolomé Estebán",Spanish,1617      ,1682      ,ca. 1650–55,1650
European Paintings,Painting,Saints Peter and John Healing the Lame Man,,,,Nicolas Poussin,"French, Les Andelys 1594–1665 Rome",,"Poussin, Nicolas",French,1594      ,1665      ,1655,1655
European Paintings,Painting,Alexander the Great Rescued from the River Cydnus,,,,Pietro Testa,"Italian, Lucca 1612–1650 Rome",,"Testa, Pietro",Italian,1612      ,1650      ,ca. 1650,1645
European Paintings,Painting,Portrait of a Man,,,Possibly by,Velázquez,"Spanish, Seville 1599–1660 Madrid",,Velázquez,,1599      ,1660      ,ca. 1650,1645
European Paintings,Painting,Saint John the Baptist Preaching,,,,Mattia Preti (Il Cavalier Calabrese),"Italian, Taverna 1613–1699 Valletta",,"Preti, Mattia (Il Cavalier Calabrese)",Italian,1613      ,1699      ,ca. 1650,1645
European Paintings,Painting,A Female Martyr Saint,,,,Carlo Francesco Nuvolone,"Italian, Milan 1609–1662 Milan",,"Nuvolone, Carlo Francesco",Italian,1609      ,1662      ,ca. 1650,1645
European Paintings,Painting,Saint Francis in Ecstasy,,,,Giovanni Benedetto Castiglione (Il Grechetto),"Italian, Genoa 1609–1664 Mantua",,"Castiglione, Giovanni Benedetto (Il Grechetto)",Italian,1609      ,1664      ,ca. 1650,1645
European Paintings,Painting,The Death of Cleopatra,,,,Guido Cagnacci,"Italian, Santarcangelo di Romagna 1601–1663 Vienna",,"Cagnacci, Guido",,1601      ,1663      ,ca. 1645–55,1645
European Paintings,Painting,The Van Moerkerken Family,,,,Gerard ter Borch the Younger,"Dutch, Zwolle 1617–1681 Deventer",,"Borch, Gerard ter, the Younger",Dutch,1617      ,1681      ,ca. 1653–54,1653
European Paintings,Painting,Saint Catherine of Alexandria,,,Workshop of,Bernardo Cavallino,"Italian, Naples 1616–1656 Naples",,"Cavallino, Bernardo",Italian,1616      ,1656      ,,1636
European Paintings,Painting,A Panoramic Landscape with a Country Estate,,,,Philips Koninck,"Dutch, Amsterdam 1619–1688 Amsterdam",,"Koninck, Philips",Dutch,1619      ,1688      ,ca. 1649,1644
European Paintings,Painting,"The Standard Bearer (Floris Soop, 1604–1657)",,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,1654,1654
European Paintings,Painting,"María Teresa (1638–1683), Infanta of Spain",,,,Velázquez (Diego Rodríguez de Silva y Velázquez),"Spanish, Seville 1599–1660 Madrid",,Velázquez (Diego Rodríguez de Silva y Velázquez),Spanish,1599      ,1660      ,1651–54,1651
European Paintings,Painting,A Man and a Woman on Horseback,,,,Philips Wouwerman,"Dutch, Haarlem 1619–1668 Haarlem",,"Wouwerman, Philips",Dutch,1619      ,1668      ,ca. 1653–54,1653
European Paintings,Painting,Still Life with Lobster and Fruit,,,,Abraham van Beyeren,"Dutch, The Hague 1620/21–1690 Overschie",,"Beyeren, Abraham van",Dutch,1620      ,1690      ,probably early 1650s,1650
European Paintings,Painting,The Spinner,,,,Quirijn van Brekelenkam,"Dutch, Zwammerdam (?), after 1622–ca. 1669 Leiden",,"Brekelenkam, Quirijn van",Dutch,1622      ,1669      ,1653,1653
European Paintings,Painting,Equestrian Portrait of Cornelis (1639–1680) and Michiel Pompe van Meerdervoort (1638–1653) with Their Tutor and Coachman,,,,Aelbert Cuyp,"Dutch, Dordrecht 1620–1691 Dordrecht",,"Cuyp, Aelbert",Dutch,1620      ,1691      ,ca. 1652–53,1652
European Paintings,Painting,A Musical Party,,,,Gerbrand van den Eeckhout,"Dutch, Amsterdam 1621–1674 Amsterdam",,"Eeckhout, Gerbrand van den",Dutch,1621      ,1674      ,early 1650s,1650
European Paintings,Painting,Esther before Ahasuerus,,,,Artemisia Gentileschi,"Italian, born Rome 1593–died Naples 1654 or later",,"Gentileschi, Artemisia",Italian,1593      ,1654      ,,1613
European Paintings,Painting,Portrait of a Man,,,,Frans Hals,"Dutch, Antwerp 1582/83–1666 Haarlem",,"Hals, Frans",Dutch,1582      ,1666      ,early 1650s,1650
European Paintings,Painting,Abraham Dismissing Hagar and Ishmael,,,,Nicolaes Maes,"Dutch, Dordrecht 1634–1693 Amsterdam",,"Maes, Nicolaes",Dutch,1634      ,1693      ,1653,1653
European Paintings,Painting,Aristotle with a Bust of Homer,,,,Rembrandt (Rembrandt van Rijn),"Dutch, Leiden 1606–1669 Amsterdam",,Rembrandt (Rembrandt van Rijn),Dutch,1606      ,1669      ,1653,1653
European Paintings,Painting,Drawing the Eel,,,,Salomon van Ruysdael,"Dutch, Naarden, born ca. 1600–1603, died 1670 Haarlem",,"Ruysdael, Salomon van",Dutch,1600      ,1670      ,early 1650s,1650
European Paintings,Painting,Calm Sea,,,,Simon de Vlieger,"Dutch, Rotterdam (?) ca. 1600/1601–1653 Weesp",,"Vlieger, Simon de",Dutch,1600      ,1653      ,after 1640,1640
European Paintings,Painting,A Beach with Fishing Boats,,,,Jan van Goyen,"Dutch, Leiden 1596–1656 The Hague",,"Goyen, Jan van",Dutch,1596      ,1656      ,probably 1653,1653
Robert Lehman Collection,Painting,Portrait of a Man Seated in an Armchair,,,,"Dutch (Amsterdam) Painter, about 1640–50",,,"Dutch (Amsterdam) Painter, about 1640–50",Dutch,1640      ,1650      ,ca. 1640–50,1637
European Paintings,Painting,Self-Portrait,,,,Salvator Rosa,"Italian, Arenella (Naples) 1615–1673 Rome",,"Rosa, Salvator",Italian,1615      ,1673      ,ca. 1647,1642
European Paintings,Painting,Coastal Landscape with Tower,,,,Pier Francesco Mola,"Italian, Coldrerio 1612–1666 Rome",,"Mola, Pier Francesco",Italian,1612      ,1666      ,ca. 1651–52,1651
European Paintings,Painting,A Young Woman at Her Toilet with a Maid,,,,Gerard ter Borch the Younger,"Dutch, Zwolle 1617–1681 Deventer",,"Borch, Gerard ter, the Younger",Dutch,1617      ,1681      ,ca. 1650–51,1650
European Paintings,Painting,Peasants Dancing,,,,Johannes Lingelbach,"Dutch, Frankfurt 1622–1674 Amsterdam",,"Lingelbach, Johannes",Dutch,1622      ,1674      ,1651,1651
European Paintings,Painting,Portrait of a Woman,,,,Cornelis de Vos,"Flemish, Hulst 1584/85–1651 Antwerp",,"Vos, Cornelis de",Flemish,1584      ,1651      ,,1603
European Paintings,Painting,Portrait of a Young Woman,,,,Cornelis de Vos,"Flemish, Hulst 1584/85–1651 Antwerp",,"Vos, Cornelis de",Flemish,1584      ,1651      ,,1603
European Paintings,Painting,Two Tritons at the Feast of Acheloüs,,,Attributed to|and Attributed to,Cornelis de Vos|Frans Snyders,"Flemish, Hulst 1584/85–1651 Antwerp|Flemish, Antwerp 1579–1657 Antwerp",,"Vos, Cornelis de|Snyders, Frans",Flemish|Flemish,1584      |1579      ,1651      |1657      ,,1603
Arms and Armor,Painting,Portrait of a Man in Armor,"Spanish, Seville",,,,,,,,,,early 17th century,1600
Arms and Armor,Painting,"Luigi III, Prince of Venosa","Italian, Naples",,,,,,,,,,second quarter 17th century,1625
European Paintings,Painting,Family Group in a Landscape,,,and,Jacques d'Arthois|Flemish Painter,"Flemish, 1613–ca. 1686|ca. 1645",,"Arthois, Jacques d'|Flemish Painter",Flemish|Flemish,1613      ,1686      ,ca. 1645,1640
European Paintings,Painting,View of La Crescenza,,,,Claude Lorrain (Claude Gellée),"French, Chamagne 1604/5?–1682 Rome",,Claude Lorrain (Claude Gellée),French,1604      ,1682      ,1648–50,1648
European Paintings,Painting,"María Teresa (1638–1683), Infanta of Spain",,,,Juan Bautista Martínez del Mazo,"Spanish, Cuenca ca. 1612–1667 Madrid",,"Mazo, Juan Bautista Martínez del",Spanish,1612      ,1667      ,ca. 1645,1640
European Paintings,Painting,Portrait of a Woman,,,,Jürgen Ovens,"German, Tönning 1623–1678 Friedrichstadt",,"Ovens, Jürgen",German,1623      ,1678      ,1650,1650
European Paintings,Painting,A Brazilian Landscape,,,,Frans Post,"Dutch, Haarlem 1612–1680 Haarlem",,"Post, Frans",Dutch,1612      ,1680      ,1650,1650
European Paintings,Painting,Paul and Barnabas at Lystra,,,,Jacob Pynas,"Dutch, Amsterdam 1592/93–after 1650 Amsterdam (?)",,"Pynas, Jacob",Dutch,1592      ,1650      ,,1605
European Paintings,Painting,Marine,,,,Salomon van Ruysdael,"Dutch, Naarden, born ca. 1600–1603, died 1670 Haarlem",,"Ruysdael, Salomon van",Dutch,1600      ,1670      ,1650,1650
European Paintings,Painting,Juan de Pareja (1606–1670),,,,Velázquez (Diego Rodríguez de Silva y Velázquez),"Spanish, Seville 1599–1660 Madrid",,Velázquez (Diego Rodríguez de Silva y Velázquez),Spanish,1599      ,1660      ,1650,1650
European Paintings,Painting,Young Woman with a Red Necklace,,,Style of,Rembrandt,"Dutch, ca. 1645",,Rembrandt,Dutch,1606      ,1669      ,ca. 1645,1640
European Paintings,Painting,"Interior of the Oude Kerk, Delft",,,,Emanuel de Witte,"Dutch, Alkmaar ca. 1616–1692 Amsterdam",,"Witte, Emanuel de",Dutch,1616      ,1692      ,probably 1650,1650
European Paintings,Painting,Portrait of an Old Woman,,,Style of,Jacob Backer,"Dutch, second quarter 17th century",,"Backer, Jacob",Dutch,1608      ,1651      ,,1625
European Paintings,Painting,The Judgment of Solomon,,,,Leonaert Bramer,"Dutch, Delft 1596–1674 Delft",,"Bramer, Leonaert",Dutch,1596      ,1674      ,1640s,1640
European Paintings,Painting,Bacchus and Nymphs in a Landscape,,,,Abraham van Cuylenborch,"Dutch, Utrecht ca. 1620–1658 Utrecht",,"Cuylenborch, Abraham van",Dutch,1620      ,1658      ,probably 1640s,1640
European Paintings,Painting,Malle Babbe,,,Style of,Frans Hals,"Dutch, second quarter 17th century",,"Hals, Frans",Dutch,1582      ,1666      ,,1625
European Paintings,Painting,Wide River Landscape,,,,Philips Koninck,"Dutch, Amsterdam 1619–1688 Amsterdam",,"Koninck, Philips",Dutch,1619      ,1688      ,ca. 1648–49,1648
European Paintings,Painting,Allegory of Music,,,,Laurent de La Hyre,"French, Paris 1606–1656 Paris",,"La Hyre, Laurent de",French,1606      ,1656      ,1649,1649
European Paintings,Painting,Tobit Burying the Dead,,,,Andrea di Lione,"Italian, Naples 1610–1685 Naples",,"Lione, Andrea di",Italian,1610      ,1685      ,1640s,1640
